Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6VBQ4DF4fwPJNA96RbMQWT,"Flyers","POWER OF LIFE","BRADIO",2015-06-03,210083,1,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-29T21:29:43Z,"anime,j-rock,j-pop","HERO MUSIC ENTERTAINMENT",0.45,0.857,6,-2.35,1,0.0398,0.0167,0,0.202,0.755,139.064,4
spotify:track:3YzeSBP9xQaXIXSegBlyPe,"departure!(TVサイズ)","TVアニメ「HUNTER×HUNTER」キャラクターソング集1","Masatoshi Ono",2012-03-07,83560,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-29T21:31:44Z,"anime","VAP",0.457,0.919,5,-4.454,0,0.0564,0.00951,0,0.323,0.549,160.075,4
spotify:track:5JaYaJnVZ3ZCB4VLvfs3eR,"LIFE","23","Rude-α",2020-03-04,182093,50,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:45:07Z,"anime,j-pop","Sony Music Labels Inc.",0.716,0.768,6,-4.452,0,0.1,0.0746,0,0.204,0.826,93.006,4
spotify:track:5OX20COwKL6ab5vnNOt4vx,"IGNITE","Ignite","Eir Aoi",2015-04-01,244853,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:06:25Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.408,0.972,9,-2.416,0,0.255,0.00716,0,0.311,0.416,170.878,4
spotify:track:27iksNpaur1CcH0w8703by,"Shinzo wo Sasageyo! - TV Size","Shinzo wo Sasageyo! (TV Size)","Linked Horizon",2017-04-02,90000,60,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:07:17Z,"anime,j-pop","PONY CANYON",0.435,0.953,0,-5.327,1,0.0423,0.246,0,0.123,0.612,79.959,4
spotify:track:21z1GxeHjfD3qkaF5CgCTO,"シルエット","Time","KANA-BOON",2015-01-21,240133,4,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:07:26Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.436,0.934,2,-2.685,1,0.0507,0.0000105,0.136,0.321,0.383,91.488,4
spotify:track:2XpV9sHBexcNrz0Gyf3l18,"ブルーバード","Chou Ikimonobakari Tennen Kinen Members Best Selection","Ikimonogakari",2006,215706,70,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:09:07Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.536,0.966,6,-2.929,0,0.0558,0.121,0,0.0477,0.849,152.076,4
spotify:track:0Vf77MNt0pty1QoKVDD4xo,"Jojo Sono Chino Sadame","Jojo Sono Chino Sadame","Hiroaki Tommy Tominaga",2014-10-29,262566,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:09:55Z,"anime","WaterTower Music",0.429,0.979,7,-2.204,0,0.119,0.0986,0.00000232,0.302,0.434,146.145,4
spotify:track:19Qu5BOV1Y8nDrzgYavYdB,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")","Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")","Akano",2019-05-10,89783,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:11:12Z,"anime","Akano",0.656,0.654,7,-7.031,1,0.0346,0.0276,0,0.109,0.612,135.044,4
spotify:track:0qniD6tjpPcGN9imRrBWLg,"RISE","CIRCUS","MADKID",2019-04-24,209226,53,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:12:08Z,"anime,j-rock","Nippon Columbia Co., Ltd. / NIPPONOPHONE",0.472,0.929,7,-3.162,1,0.156,0.0197,0,0.345,0.481,165.104,4
spotify:track:5jk82X7QYlmur5m6BtK16v,"嘘","SID 10th Anniversary BEST","SID",2004,204853,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:18:02Z,"anime,visual kei,j-rock,j-pop","Ki/oon Music Inc.",0.431,0.947,11,-3.417,0,0.0629,0.0175,0,0.265,0.837,179.833,4
spotify:track:7y1WH9vTsjBIWOOpBdfYZa,"Nameless Story (That Time I Got Reincarnated As a Slime)","Nameless Story (That Time I Got Reincarnated As a Slime)","Shayne Orok",2018-10-20,91076,29,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:18:36Z,"anime","Shayne Orok",0.578,0.875,3,-5.034,0,0.0542,0.0116,0,0.354,0.55,97.34,4
spotify:track:25U8mDDXbEORrVZBgR2u6g,"光るなら","SUPER BEST アニソン伝説 3","carnivalxenon",2017-02-08,150001,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:20:25Z,"anime","CHOICE",0.546,0.961,6,-4.142,0,0.177,0.229,0,0.286,0.797,161.191,4
spotify:track:23DbzwNJSLo7nkSWjODMvY,"紅蓮華","Gurenge","LiSA",2019-07-03,238586,1,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:20:39Z,"anime,j-pop,j-rock","NITRON concepts",0.545,0.979,4,-2.8,0,0.153,0.00339,0.000118,0.0775,0.309,135.002,4
spotify:track:59Q0WRffEUOu0vhxArxCIG,"Good Morning World!","Good Morning World!","BURNOUT SYNDROMES",2019-08-21,249000,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:21:04Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.468,0.956,0,-1.817,1,0.0712,0.043,0,0.16,0.503,95.537,4
spotify:track:0ggHt5jwwtMsWME2PDB6a0,"COLORS","FLOW the Best: Single Collection","FLOW",2003,218493,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:22:55Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.458,0.877,1,-4.229,1,0.0503,0.0353,0,0.106,0.386,136.034,4
spotify:track:4MorYttxU39XKVoRlCopyz,"QUESTION","QUESTION","3年E組うた担(渚&茅野&業&磯貝&前原)",2016-02-24,266226,50,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:23:16Z,"anime","avex pictures",0.439,0.987,7,-2.723,0,0.0717,0.00498,0.000029,0.325,0.663,176.912,4
spotify:track:5Lft98Xsgeb568V3bjRLCj,"7-seven-","7-seven-","FLOW;GRANRODEO",2015-04-01,260760,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:23:26Z,"anime,j-rock,j-pop","NITRON concepts",0.409,0.928,2,-3.221,1,0.0619,0.000108,0.00000202,0.331,0.775,170.029,4
spotify:track:188vCXc4bAejLqGhpEVBGT,"Jiyuu no Tsubasa","Shingeki no Kiseki","Linked Horizon",2017-05-17,331946,61,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:23:49Z,"anime,j-pop","PONY CANYON INC.",0.373,0.972,7,-6.005,1,0.123,0.0619,0.0000331,0.379,0.0759,157.433,4
spotify:track:4lBEQzrXXEBugkN8bfmPPJ,"Seven Deadly Sins","MAN WITH A ""BEST"" MISSION (Deluxe Edition)","MAN WITH A MISSION",2020-07-15,207306,0,false,scjo4o2kz9o5tj44pzr24cqzo,2020-12-31T14:24:53Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.32,0.968,8,-0.586,0,0.137,0.0162,0,0.24,0.306,142.809,3
spotify:track:7m7uFwvYtrtHZb2Qw6nT2u,"ハルカミライ","#HAL","KANKAKU PIERO",2017-11-22,176200,1,false,scjo4o2kz9o5tj44pzr24cqzo,2021-01-28T16:36:12Z,"anime,j-rock","JIJI INC.",0.333,0.98,1,-2.904,0,0.172,0.00381,0,0.175,0.408,181.859,4
spotify:track:6IVM1YYZq6K6NG6qqC26o4,"JUSTadICE","JUSTadICE","Seiko Oomori",2019-04-05,232338,54,false,scjo4o2kz9o5tj44pzr24cqzo,2021-01-28T16:36:24Z,"anime,j-rock,j-pop","avex trax",0.404,0.988,0,-1.756,1,0.193,0.00139,0.00419,0.125,0.38,185.051,4
spotify:track:5RXmLhscstsdvWPN0XtUa0,"Black Catcher","Black Catcher","VK Blanka",2020-01-08,195000,65,false,scjo4o2kz9o5tj44pzr24cqzo,2021-01-28T16:36:29Z,"anime,j-pop,j-rock","avex trax",0.595,0.885,11,-5.361,0,0.0358,0.000886,0.00000419,0.159,0.682,100.02,4
spotify:track:4S3aU06ISAWFb0hIdZ4WL8,"PAiNT it BLACK","PAiNT it BLACK","BiSH",2018-01-19,230431,53,false,scjo4o2kz9o5tj44pzr24cqzo,2021-01-28T16:36:55Z,"anime,j-rock,j-pop","avex trax",0.482,0.953,7,-1.444,1,0.0577,0.0198,0,0.105,0.453,105.025,4
spotify:track:4lBliLm5ufCBNPlCzpvrQB,"Guess Who Is Back","DNA","Kumi Koda",2018-08-22,206066,54,false,scjo4o2kz9o5tj44pzr24cqzo,2021-01-28T16:37:05Z,"j-pop,j-r&b,anime","rhythm zone",0.403,0.94,7,-2.791,1,0.16,0.00245,0.00605,0.213,0.417,183.266,4
spotify:track:4fdlzBQlGTgOKLI1sBLhF4,"distance","distance","Long Shot Party",2008-01-23,187026,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-02-02T13:24:04Z,"anime","Defstar Records Inc.",0.269,0.961,2,-3.359,1,0.137,0.155,0,0.313,0.53,197.925,4
spotify:track:0PY7EFmEa52bsJ12xSq4B5,"青春サツバツ論 - Full size","青春サツバツ論","3年E組うた担(渚&茅野&業&磯貝&前原)",2015-02-18,223000,47,false,scjo4o2kz9o5tj44pzr24cqzo,2021-02-02T13:30:11Z,"anime","avex pictures",0.567,0.983,10,-2.123,0,0.0998,0.0551,0,0.0688,0.499,146.028,4
spotify:track:706e7n479uUY8Q46jGAnaA,"＊〜アスタリスク〜","All the Singles","ORANGE RANGE",2010-07-14,257013,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-02-02T23:01:35Z,"j-pop,anime,j-rock","Sony Music Records",0.565,0.945,5,-4.78,1,0.05,0.0618,0.00456,0.357,0.617,127.877,4
spotify:track:2iscENxaM7EI43TVSyNUjz,"Touch off","Touch off","UVERworld",2019-03-01,260706,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-03-08T14:33:04Z,"anime,j-rock,j-pop","NITRON concepts",0.499,0.891,4,-3.757,0,0.046,0.0000286,0.000328,0.28,0.215,99.999,4
spotify:track:2gSkvrwfCXCgqeugzezn97,"廻廻奇譚","廻廻奇譚","Eve",2020-10-03,219234,53,false,scjo4o2kz9o5tj44pzr24cqzo,2021-03-12T12:35:04Z,"anime,j-pop,j-rock,vocaloid,japanse indie","TOY'S FACTORY",0.565,0.919,5,-3.378,0,0.0898,0.0128,0,0.292,0.565,92.325,4
spotify:track:6X9m9JRk2ypGusClUBraII,"楽園","楽園","Fujifabric",2021-01-29,225333,52,false,scjo4o2kz9o5tj44pzr24cqzo,2021-04-29T21:27:24Z,"j-rock,anime,j-pop","Sony Music Labels Inc.",0.561,0.822,2,-5.078,1,0.0848,0.00469,0.00000271,0.092,0.431,97.954,4
spotify:track:0qMip0B2D4ePEjBJvAtYre,"紅蓮華","LEO-NiNE","LiSA",2020-10-14,237586,70,false,scjo4o2kz9o5tj44pzr24cqzo,2021-06-28T17:33:40Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.541,0.977,4,-2.828,0,0.157,0.00321,0.0000513,0.0796,0.263,134.938,4
spotify:track:6uT4In9l5gE4cSiMtxFtrC,"ANIMA","ANIMA (Special Edition)","ReoNa",2020-07-22,267177,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-08-17T11:40:15Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.459,0.911,1,-4.568,1,0.114,0.000893,0,0.226,0.475,96.541,4
spotify:track:1WyTIRXPtJzYun8Fsc6Or1,"正解不正解","灯命","CIVILIAN",2021-06-02,250859,35,false,scjo4o2kz9o5tj44pzr24cqzo,2021-08-17T18:44:22Z,"anime,j-rock","Sony Music Labels Inc.",0.47,0.865,5,-3.558,0,0.0646,0.000119,0.000298,0.113,0.483,102.914,4
spotify:track:3IDF7N86lrcWaJEt9C1gbS,"Cry Baby","Cry Baby","OFFICIAL HIGE DANDISM",2021-05-07,240284,59,false,scjo4o2kz9o5tj44pzr24cqzo,2021-08-23T19:41:33Z,"j-pop,anime,j-rock","IRORI Records",0.318,0.902,1,-4.605,1,0.131,0.0116,0,0.393,0.437,199.844,4
spotify:track:1mV4Ti0I8kZF3Dd72qPEW5,"Brand New World","Mitsuyoko Ichimura (Standard Edition)","D-51",2017-11-01,258440,57,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:32:36Z,"anime,j-pop","PONY CANYON INC.",0.568,0.98,1,-4.368,1,0.151,0.00131,0.0000014,0.436,0.65,160.1,4
spotify:track:49u6NxoLP5S6kfTYLmUfkQ,"asphyxia","asphyxia","Cö shu Nie",2018-04-04,174780,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:34:17Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.253,0.932,5,-3.346,1,0.201,0.0348,0,0.319,0.334,112.409,4
spotify:track:2myR1tzmscTcGc3gBGcSov,"イマジネーション","Four (Standard Edition)","SPYAIR",2015-11-18,176640,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:36:01Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.488,0.937,1,-2.972,1,0.0555,0.00233,0.0000232,0.134,0.614,101.959,4
spotify:track:1CQixWcnuNxtfQJcnNlYr5,"Refrain Boy","Refrain Boy","ALL OFF",2016-09-01,211000,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:36:55Z,"anime,j-rock","WaterTower Music",0.473,0.869,1,-6.902,1,0.0384,0.000012,0.000061,0.107,0.862,95.048,4
spotify:track:74ZcoP9bqvEvCBJrpEQ3T6,"Seven Doors","トリニティセブン オープニング・ソング「Seven Doors」","ZAQ",2014-11-19,236653,45,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:38:03Z,"anime,j-pop,j-rock","avex pictures",0.596,0.95,2,-2.718,0,0.0609,0.00553,0,0.291,0.628,101.463,4
spotify:track:5s0AxcVJJD2YYPstMb61ro,"Goya No Machiawase","Masked Monkey Awakening","Hello Sleepwalkers",2014-02-19,170640,41,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:39:15Z,"j-rock,anime,j-pop","Aer-born",0.406,0.959,0,-3.014,1,0.0952,0.000891,0,0.327,0.571,94.277,4
spotify:track:1Iexk6Gy5GJLxeXD5fqf85,"Howling","Howling","FLOW;GRANRODEO",2018-01-24,261546,47,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:40:15Z,"anime,j-rock,j-pop","NITRON concepts",0.507,0.949,0,-1.701,1,0.0561,0.000106,0,0.087,0.49,99.973,4
spotify:track:77tRs6Jx8grzUdJYwEbvdy,"L.L.L.","eYe's","MYTH & ROID",2017-04-26,216186,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:40:57Z,"anime,j-rock,j-pop","メディアファクトリー",0.556,0.902,4,-3.603,0,0.11,0.0231,0.00000143,0.403,0.701,104.132,4
spotify:track:2gw3kw9PxjpeUAVRRgRLsh,"FAITH","CIRCUS","MADKID",2019-04-24,203160,48,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:50:22Z,"anime,j-rock","Nippon Columbia Co., Ltd. / NIPPONOPHONE",0.53,0.957,5,-3.518,0,0.17,0.0013,0,0.274,0.655,157.035,4
spotify:track:75SKlkZrcOX32dseIE8l4O,"ラヴァーズ","Anipps","7!!",2011,221973,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T08:53:50Z,"anime,j-pop","Sony Music Labels Inc.",0.498,0.957,11,-2.709,1,0.147,0.0041,0,0.0638,0.672,163.761,4
spotify:track:3LXpZ28ebxPHH1aUc9167L,"Ah Yeah!!","スキマスイッチ","Sukima Switch",2014-12-03,308066,49,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T09:06:51Z,"j-pop,anime","Universal Music LLC",0.481,0.933,8,-5.447,1,0.0445,0.00505,0.00000325,0.044,0.502,140.061,4
spotify:track:1cwyVFkkRiuNxBf69SAP9H,"アイム・ア・ビリーバー","BEST OF THE BEST","SPYAIR",2021-08-11,218520,42,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-21T09:09:11Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.363,0.968,3,-2.339,1,0.101,0.0000582,0,0.0646,0.628,193.998,4
spotify:track:1crppkct2XS64lCmRj0WCq,"No Continue","No Continue","Akari Kito",2021-07-13,245920,22,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-30T09:41:02Z,"anime,j-pop","PONY CANYON INC.",0.53,0.967,3,-2.962,0,0.376,0.000211,0.00868,0.3,0.35,135.056,4
spotify:track:7lDQmAjCPGHMBEP4PrzvTn,"Like Flames","Like Flames","MindaRyn",2021-08-25,250757,39,false,scjo4o2kz9o5tj44pzr24cqzo,2021-09-30T10:18:49Z,"anime,j-rock","Lantis",0.499,0.89,7,-8.256,0,0.0508,0.00145,0.0000138,0.345,0.609,175.011,4
spotify:track:6eU0FN18xGGvz3aAyqSDnt,"Grandeur (Black Clover)","Grandeur (Black Clover)","Nordex",2021-01-09,142957,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-07T13:17:04Z,"anime","Arcadia Studio",0.555,0.915,5,-4.87,0,0.117,0.0356,0,0.218,0.28,128.083,4
spotify:track:4v1AlpWyUrz8tBdxbV3VeI,"Stories (Black Clover)","Stories (Black Clover)","Nordex",2020-04-08,103039,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:47:55Z,"anime","Arcadia Studio",0.44,0.668,11,-7.084,0,0.0482,0.00512,0,0.11,0.355,176.825,4
spotify:track:3zLCX1TGMpsA67cW2pq6ut,"永遠に光れ (Everlasting Shine)","DRAMA","TOMORROW X TOGETHER",2020-08-18,191146,56,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:48:28Z,"k-pop","Universal Music LLC",0.527,0.891,7,-1.511,0,0.0724,0.119,0,0.208,0.39,127.097,4
spotify:track:1AZKHiqBKfdBxVcWUnJJUj,"sky & blue","sky & blue","GIRLFRIEND",2019-08-28,238128,47,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:48:50Z,"anime,j-rock","avex trax",0.532,0.938,1,-2.713,1,0.0636,0.031,0,0.187,0.802,157.032,4
spotify:track:1mK1HDtie9WU6DAw3VAC4r,"RiGHT NOW","RiGHT NOW","EMPiRE",2019-10-16,212690,50,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:48:54Z,"anime","avex trax",0.402,0.961,6,-2.235,1,0.133,0.0445,0.00000286,0.904,0.312,154.97,4
spotify:track:1MEJ1Lj7X9UUEs0yW4JEoA,"No.7","No.7","Jibaku Shonen Band",2020-02-12,232413,51,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:51:09Z,"anime","PONY CANYON INC.",0.428,0.942,6,-3.667,1,0.211,0.0000634,0.0000141,0.276,0.431,94.919,4
spotify:track:3QjIdDDKoZRyfWDKZC4Ayb,"History Maker","History Maker","DEAN FUJIOKA",2016-10-07,190044,38,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:51:24Z,"anime","A-Sketch",0.397,0.668,9,-4.292,1,0.0855,0.102,0,0.0744,0.456,67.012,4
spotify:track:5IWoELyLE7ZEu7dQsNf4T0,"Vital (From ""Angels of Death Animation"")","Vital (From ""Angels of Death Animation"")","Nordex",2018-08-14,88842,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:51:34Z,"anime","Arcadia Studio",0.552,0.949,2,-7.008,1,0.0606,0.0036,0.00106,0.33,0.495,100.041,4
spotify:track:0yy8QwH9OOgeF3CBeUDguR,"ODD FUTURE","ODD FUTURE","UVERworld",2018-07-27,225906,54,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:52:24Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.694,0.795,0,-4.649,0,0.0924,0.015,0,0.114,0.556,128.036,4
spotify:track:3ZsH2zff1zBe1vYCQGIS8m,"ASH","LiSA Best (Way)","LiSA",2018-05-09,238706,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:52:40Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.459,0.947,10,-2.783,0,0.0738,0.0117,0.0000198,0.321,0.326,95.916,4
spotify:track:7HAkrW8JUYoVR9dXwb6Uku,"ホタルノヒカリ","Hajimarinouta","Ikimonogakari",2009-12-23,242293,1,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:53:46Z,"anime,j-pop,j-rock","Epic Records Japan",0.566,0.919,2,-1.901,0,0.0639,0.0666,0,0.34,0.55,146.99,4
spotify:track:1htJGL473Dub5QGKecXi9R,"だってアタシのヒーロー。","LiSA Best (Day)","LiSA",2018-05-09,234266,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:53:53Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.531,0.985,8,-1.528,1,0.13,0.0275,0,0.197,0.321,94.467,4
spotify:track:3rrWCRsavfW6dTuzeyvbPp,"Redo (Re:ゼロから始める異世界生活)","熱烈！アニソン魂 ULTIMATEカバーシリーズ2017 JAPAN ANIMESONG COLLECTION mini vol.4","平間美賀",2017-11-22,256736,43,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:54:02Z,"anime","fyto inc.",0.416,0.909,8,-2.622,1,0.312,0.0314,0,0.33,0.388,189.907,4
spotify:track:5LofWHcbJDyigPahX57hgY,"Hajimete no Kakumei!","Hajimete no Kakumei!","DIALOGUE+",2019-10-04,231733,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:54:33Z,"anime,j-pop","PONY CANYON INC.",0.526,0.984,7,-2.053,1,0.122,0.0134,0.000827,0.139,0.798,93.397,4
spotify:track:1dGF5ymTyBB2ZmOypkeU1F,"veil","porte","須田景凪",2019-08-21,209636,59,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:54:43Z,"anime,j-pop,j-rock","WM Japan",0.559,0.873,0,-4.401,0,0.0543,0.0281,0,0.185,0.797,150.055,4
spotify:track:5hbg2YisSRgoGG85pl0g1F,"センチメートル","センチメートル","the peggies",2020-07-18,227040,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T10:55:27Z,"anime,j-rock,j-pop,japanse indie","Sony Music Labels Inc.",0.563,0.924,2,-2.367,1,0.0351,0.0042,0,0.206,0.847,139.939,4
spotify:track:4IlgFE3fR0XvtOXtu5cXIf,"BLESS YoUr NAME","BLESS YoUr NAME","ChouCho",2015-04-15,281200,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:00:47Z,"anime,j-pop","Lantis",0.491,0.973,6,-2.312,1,0.06,0.025,0,0.397,0.488,95.044,4
spotify:track:2lKQZtNWLQyY9BiHOHUG22,"激情論","NOISY Lab.","ZAQ",2014-04-16,256532,39,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:00:55Z,"anime,j-pop,j-rock","Lantis",0.534,0.974,11,-2.757,1,0.211,0.0481,0,0.168,0.496,82.931,4
spotify:track:5XoWKTDDSIV4ftzSCKxMqY,"SWITCH","SWITCH","minami",2018-04-25,224013,36,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:01:01Z,"anime","Lantis",0.504,0.964,6,-3.455,1,0.146,0.0173,0,0.339,0.681,160.968,4
spotify:track:3IOpaj1JAUK254P4TyJEVQ,"色香水","色香水","Yoh kamiyama",2021-03-10,253053,47,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:01:35Z,"anime,j-pop,japanse indie,j-rock","Sony Music Labels Inc.",0.615,0.856,7,-5.185,1,0.0276,0.0591,0.000172,0.289,0.726,147.988,4
spotify:track:43g4FWgZYVNzAKghSoN4y0,"glimmer","あめにながす","sajou no hana",2018-12-26,194385,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:02:01Z,"anime,j-rock,j-pop","flos somnium",0.642,0.816,5,-5.482,0,0.0278,0.111,0,0.303,0.861,92.986,4
spotify:track:4qQTqlOWCftZYufh9uUzO9,"旅人の唄","旅人の唄","大原ゆい子",2021-01-11,264087,43,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:04:05Z,"anime,j-pop","TOHO animation RECORDS",0.404,0.668,10,-5.746,0,0.0303,0.0137,0.000326,0.123,0.495,136.98,3
spotify:track:5daVidzZKM9rjtrdiPvcWS,"KEEP WEAVING YOUR SPIDER WAY","OPENING THEME FROM TV SERIES ”SO I'M SPIDER, SO WHAT?”","安月名莉子",2021-01-27,260799,0,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:05:17Z,"anime","KADOKAWA",0.559,0.973,1,-3.01,1,0.0891,0.000624,0.0000328,0.173,0.24,104.007,4
spotify:track:1uc0mhifmcwgxVdPamhmkp,"THEME SONG OF KUMOKO","ENDING THEME FROM TV SERIES ""SO I'M SPIDER, SO WHAT?"" THEME SONG OF KUMOKO","「私」(CV:悠木碧)",2021-01-27,240682,32,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:05:29Z,"anime","KADOKAWA",0.483,0.993,4,-1.992,0,0.36,0.0866,0.00159,0.158,0.456,94.894,4
spotify:track:3NsR2xGHavqVsVDTT7i38A,"BURSTY GREEDY SPIDER","SECONG OPENING THEME FROM TV SERIES ""SO I'M A SPIDER, SO WHAT?"" BURSTY GREEDY SPIDER","Konomi Suzuki",2021-05-07,220400,35,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-09T11:05:35Z,"anime,j-pop,j-rock","KADOKAWA",0.439,0.98,6,-3.084,0,0.211,0.00106,0.00000141,0.31,0.54,178.037,4
spotify:track:2qEIVphvwMEkE35CXxdWAT,"Deal with the devil","Deal with the devil","Tia",2017-08-23,282546,58,false,scjo4o2kz9o5tj44pzr24cqzo,2021-12-31T16:34:29Z,"anime","DIVEIIentertainment",0.492,0.939,2,-1.596,1,0.158,0.0232,0.000196,0.304,0.693,141.942,4
spotify:track:6w969Gr8VhF02vaHs67oo9,"La Espada","La Espada","Eternal Raijin",2020-02-08,177245,0,false,scjo4o2kz9o5tj44pzr24cqzo,2022-01-08T14:59:30Z,"phonk","1808878 Records DK",0.781,0.835,9,-7.093,0,0.0415,0.125,0.901,0.145,0.682,130.059,4
spotify:track:2vDPSojrX4aL7aiCPD7kja,"Harukamirai","Iroirotoiro","KANKAKU PIERO",2018-02-21,177106,64,false,scjo4o2kz9o5tj44pzr24cqzo,2022-02-15T10:42:09Z,"anime,j-rock","JIJI INC.",0.459,0.99,9,-1.083,1,0.128,0.0102,0.00000498,0.307,0.458,91.006,4
spotify:track:7K2YGhLjYz58iIMwLx31Th,"ADAMAS - LEO-NiNE ver.","LEO-NiNE","LiSA",2020-10-14,223680,32,false,scjo4o2kz9o5tj44pzr24cqzo,2022-06-04T18:57:51Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.53,0.987,6,-2.258,0,0.125,0.00157,0.0000427,0.31,0.415,95.492,4
spotify:track:17VP4tofJ3evJbtY8Tk1Qi,"il vento d'oro","JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.1 Overture","Yugo Kanno",2018-12-19,295575,64,false,scjo4o2kz9o5tj44pzr24cqzo,2022-08-01T16:29:46Z,"anime","ワーナー ブラザース ジャパン",0.491,0.915,11,-4.834,1,0.143,0.00652,0.125,0.0906,0.582,134.947,4
