TIME,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0.640000000,0.0651155,0.0831706,0.043936,0.0288031,0.0127799,0.0171957,0.0170968,0.0326084,0.0851201,0.0630428,0.0429617,0.0451154
0.682666667,0.08041,0.0805451,0.0383346,0.0677704,0.043779,0.0380169,0.0315687,0.0373541,0.0830261,0.0492849,0.0362228,0.0382356
0.725333333,0.0806945,0.0698681,0.0620739,0.0668755,0.0412795,0.0417124,0.053475,0.0907514,0.112157,0.0971906,0.0572358,0.0398502
0.768000000,0.0898485,0.0941187,0.0576129,0.0775377,0.0489608,0.0263255,0.029123,0.0697046,0.106633,0.0602536,0.0218722,0.0242184
0.810666667,0.0694087,0.105686,0.0646282,0.0634634,0.0373461,0.0224085,0.018283,0.0359037,0.0691491,0.0417287,0.0228895,0.028737
0.853333333,0.0626264,0.105975,0.0715864,0.0716785,0.0320798,0.0265076,0.0152589,0.027522,0.0671627,0.0388246,0.0305854,0.0287584
0.896000000,0.0559723,0.0995054,0.074298,0.0813204,0.037652,0.0233329,0.0154197,0.079385,0.193604,0.110442,0.0206688,0.029491
0.938666667,0.0529727,0.0834784,0.0682869,0.0992593,0.0371729,0.0243092,0.0182843,0.0840896,0.174777,0.0867207,0.0195566,0.0222237
0.981333333,0.0650003,0.0847649,0.0796615,0.119873,0.0633458,0.0265106,0.026597,0.0693193,0.15977,0.0838409,0.0309824,0.0305896
1.024000000,0.100176,0.093792,0.0858291,0.135636,0.0762564,0.0603842,0.0549784,0.0935757,0.184419,0.113464,0.038598,0.0620604
1.066666667,0.0641505,0.0753237,0.0785952,0.0993582,0.053235,0.0345236,0.0247722,0.0436554,0.0688528,0.0522491,0.0324032,0.0193496
1.109333333,0.051311,0.0626452,0.0641935,0.082594,0.0328184,0.0219078,0.0158567,0.0175388,0.0474156,0.0315269,0.021709,0.0144594
1.152000000,0.0567983,0.0641735,0.0526447,0.0818775,0.0528312,0.0338118,0.022994,0.0243179,0.0459671,0.0339026,0.0123462,0.0198359
1.194666667,0.0548359,0.0756248,0.0682008,0.105788,0.0614026,0.0427673,0.0407745,0.0781583,0.151663,0.0892241,0.0440805,0.0461976
1.237333333,0.0320025,0.0753929,0.094011,0.131828,0.0725866,0.0407809,0.0324063,0.0437915,0.113264,0.0546592,0.0152095,0.0121837
1.280000000,0.0439731,0.0532077,0.0880794,0.146944,0.069219,0.0641683,0.0413975,0.0548351,0.0981698,0.0675735,0.0363243,0.0235427
1.322666667,0.0545533,0.0533816,0.0745738,0.148938,0.109258,0.0451118,0.0533287,0.048935,0.0830244,0.053416,0.0580205,0.030474
1.365333333,0.0756501,0.0735563,0.085472,0.103265,0.0665202,0.0404002,0.040284,0.0541589,0.0793763,0.0598081,0.0657065,0.0394107
1.408000000,0.042461,0.0572982,0.0751562,0.129742,0.0829117,0.0217406,0.0239902,0.0382441,0.0364473,0.041559,0.0865121,0.0505351
1.450666667,0.0224382,0.0263411,0.0812051,0.156004,0.0873645,0.0296411,0.0236712,0.0349887,0.0415673,0.0278789,0.0458366,0.0318303
1.493333333,0.0510032,0.0607584,0.0858595,0.124177,0.0822689,0.0263359,0.0245504,0.0432113,0.0537538,0.106996,0.123989,0.0974803
1.536000000,0.0161741,0.0321118,0.0698472,0.125396,0.0546625,0.0209031,0.0246157,0.0857284,0.147279,0.0772343,0.104425,0.0716153
1.578666667,0.0255082,0.022022,0.0614852,0.127691,0.079068,0.0315542,0.0256653,0.0747034,0.117911,0.0740365,0.0802407,0.0524547
1.621333333,0.0414897,0.0519154,0.0576655,0.121267,0.0705918,0.0438932,0.033189,0.0613943,0.11084,0.0718402,0.09128,0.0672089
1.664000000,0.0793958,0.0795508,0.0874666,0.0815558,0.0537329,0.0455572,0.0373724,0.0521459,0.0767246,0.0737815,0.0985931,0.0720763
1.706666667,0.0465609,0.0495673,0.053944,0.0728662,0.0446977,0.0253293,0.0334122,0.0651526,0.0941969,0.0839686,0.114583,0.0589709
1.749333333,0.0369353,0.0297108,0.0391089,0.0570804,0.0452734,0.0250989,0.0243383,0.0507006,0.0529597,0.0465472,0.113017,0.0747944
1.792000000,0.0203016,0.0170853,0.039115,0.0704792,0.0437014,0.0178362,0.0146142,0.0380511,0.0489371,0.0765596,0.130012,0.0653332
1.834666667,0.0158419,0.00961188,0.0432973,0.100891,0.0527973,0.0270781,0.0254034,0.0501638,0.129149,0.0794579,0.0990403,0.0495673
1.877333333,0.0117068,0.0201282,0.0745671,0.168342,0.0775003,0.0265131,0.0291421,0.0354485,0.0900102,0.0472668,0.0878754,0.0538165
1.920000000,0.0260614,0.0345268,0.0597174,0.125846,0.0734532,0.0333531,0.0254121,0.0626698,0.129274,0.0750689,0.0848868,0.0472426
1.962666667,0.0579401,0.059107,0.100707,0.143249,0.0990025,0.0992612,0.0733085,0.0573422,0.0409291,0.0887904,0.134107,0.0734282
2.005333333,0.0589947,0.0535918,0.0583191,0.0713691,0.0639731,0.0884446,0.0617636,0.0386168,0.0333356,0.0673243,0.113506,0.0590892
2.048000000,0.037359,0.04023,0.0547984,0.0982776,0.0592592,0.00756276,0.0204552,0.0326716,0.0226789,0.0463901,0.0957694,0.0520949
2.090666667,0.0180473,0.0276743,0.0430677,0.0979158,0.0580222,0.0123877,0.0196025,0.0278074,0.0194698,0.0395139,0.0883975,0.0427457
2.133333333,0.0178636,0.0200107,0.0739447,0.136724,0.0617822,0.033694,0.0246133,0.0490257,0.101126,0.0447342,0.073257,0.0371586
2.176000000,0.0113637,0.0266666,0.0497058,0.100329,0.0517489,0.0184938,0.0196458,0.0652585,0.142082,0.103232,0.0794243,0.0422714
2.218666667,0.0231232,0.0279161,0.0721081,0.141391,0.072083,0.0188057,0.0297614,0.077349,0.123861,0.0632251,0.0458844,0.0274081
2.261333333,0.0459704,0.0477102,0.0769529,0.147756,0.0748458,0.0334742,0.0430954,0.070213,0.116799,0.0881171,0.0802673,0.0406155
2.304000000,0.0656843,0.0636544,0.0822744,0.118804,0.0711036,0.0327674,0.0403664,0.0603988,0.103465,0.0741856,0.0581928,0.0305018
2.346666667,0.0436549,0.0460484,0.0772889,0.118432,0.0619476,0.0137859,0.0371765,0.0715978,0.121033,0.0673725,0.0593524,0.0365564
2.389333333,0.0190356,0.0318832,0.0585174,0.110596,0.0654274,0.0137839,0.0321416,0.0704259,0.0471406,0.0377956,0.0693501,0.0387108
2.432000000,0.0153756,0.021809,0.0577902,0.0999405,0.0484784,0.0216282,0.0343537,0.0712232,0.040001,0.030493,0.0690888,0.0425388
2.474666667,0.010909,0.00907286,0.049118,0.101402,0.0519317,0.0157563,0.0290458,0.06225,0.0339135,0.0271466,0.070719,0.0452402
2.517333333,0.0106515,0.0145352,0.0730082,0.128058,0.054693,0.0137435,0.0282474,0.0567199,0.0347889,0.038696,0.0666342,0.0340124
2.560000000,0.0277794,0.0373518,0.075088,0.147187,0.0753907,0.0343799,0.0305615,0.0434034,0.0302122,0.0341887,0.0396981,0.0380843
2.602666667,0.0725756,0.0744074,0.102169,0.152692,0.0920881,0.0559514,0.0403533,0.0750846,0.0730515,0.0751769,0.0566673,0.0484114
2.645333333,0.0676806,0.0495341,0.0610043,0.121062,0.081249,0.0498231,0.0319679,0.0850646,0.160245,0.0997017,0.0278899,0.0448808
2.688000000,0.0439867,0.0282898,0.0543766,0.110852,0.0600607,0.0544079,0.0432186,0.0379401,0.051358,0.0276475,0.0173676,0.0216651
2.730666667,0.0348837,0.0171966,0.0428932,0.100152,0.0666455,0.064099,0.036791,0.0333146,0.044392,0.02937,0.0245587,0.0226805
2.773333333,0.0225693,0.0177089,0.0494828,0.128938,0.0928173,0.0844089,0.0579519,0.0574544,0.0933585,0.0624771,0.0422827,0.0329134
2.816000000,0.0323038,0.0164468,0.0465725,0.109313,0.0775123,0.0697766,0.0303637,0.0655626,0.149106,0.0732061,0.0234377,0.0297677
2.858666667,0.0498404,0.0379098,0.0475901,0.0906721,0.0716676,0.0738229,0.034117,0.0210922,0.026931,0.023077,0.0353683,0.0343479
2.901333333,0.0829149,0.064151,0.0692792,0.110473,0.0787477,0.0945597,0.057934,0.0442228,0.0475885,0.0417513,0.0400278,0.0388779
2.944000000,0.1094,0.0762253,0.0591597,0.0835689,0.0558994,0.0605904,0.038467,0.0631895,0.118873,0.0801193,0.040352,0.0310544
2.986666667,0.0865114,0.0512316,0.0502091,0.0797323,0.0514752,0.043704,0.0372925,0.076695,0.10725,0.061532,0.0342149,0.0291543
3.029333333,0.0753758,0.0370237,0.0370837,0.075939,0.0419959,0.040862,0.0410918,0.0936241,0.122365,0.0511499,0.0358242,0.0527594
3.072000000,0.0630035,0.0432771,0.0299241,0.0676961,0.0418953,0.0436122,0.0401569,0.0936403,0.127174,0.0573614,0.0415245,0.0353616
3.114666667,0.060603,0.0285601,0.0274453,0.0524281,0.0525185,0.080885,0.0422702,0.0551977,0.0881323,0.0555681,0.0300127,0.0355738
3.157333333,0.0640778,0.0311368,0.0387774,0.063353,0.0601174,0.0919934,0.0493227,0.0596308,0.0818165,0.0398824,0.0215469,0.0316392
3.200000000,0.0771721,0.0626232,0.0603416,0.0807838,0.0582346,0.0818487,0.0600068,0.0617105,0.0829689,0.0506089,0.0374579,0.0446411
3.242666667,0.0880153,0.0710258,0.0560813,0.0726942,0.0539966,0.0706388,0.0456784,0.0621812,0.107369,0.0564474,0.0436864,0.0444146
3.285333333,0.0772605,0.0498079,0.0525522,0.0824188,0.0511627,0.0631637,0.0298765,0.0722295,0.11422,0.0537617,0.0271665,0.0365097
3.328000000,0.0543413,0.0337999,0.0384988,0.056227,0.0487135,0.0614566,0.0367194,0.0522263,0.050431,0.020008,0.0186106,0.0210305
3.370666667,0.0458081,0.0267842,0.0331859,0.0680515,0.0411775,0.0652975,0.0378141,0.0424476,0.061411,0.0327607,0.0267065,0.0298065
3.413333333,0.0355606,0.0214562,0.0716309,0.172809,0.104684,0.0506057,0.0344083,0.0160037,0.0484135,0.0268352,0.0142365,0.0204812
3.456000000,0.0359208,0.019588,0.064232,0.166052,0.0955694,0.0388866,0.0293841,0.0382659,0.0742218,0.0440649,0.0152643,0.0236569
3.498666667,0.0566894,0.0388007,0.0828179,0.194322,0.112758,0.044839,0.0310164,0.0431987,0.0734468,0.0400736,0.0173977,0.0304137
3.541333333,0.0880136,0.0746123,0.0889141,0.122732,0.0802329,0.0516855,0.044975,0.0719282,0.0815228,0.0640419,0.0379103,0.0368089
3.584000000,0.0935354,0.0906145,0.0483404,0.0605463,0.0381033,0.0330991,0.0417858,0.0434861,0.0404113,0.035251,0.0282342,0.0291296
3.626666667,0.0656776,0.0649878,0.0266061,0.0499305,0.0384745,0.0324237,0.0349857,0.0376292,0.029074,0.0249962,0.0245048,0.0209199
3.669333333,0.049229,0.0519087,0.0273159,0.0503889,0.0247313,0.0316461,0.0353141,0.0432801,0.0342629,0.0164058,0.0169347,0.0242535
3.712000000,0.048027,0.0409292,0.0283952,0.0388099,0.0446616,0.0659901,0.0423719,0.061842,0.13214,0.0918757,0.0385429,0.0526025
3.754666667,0.045988,0.0425415,0.0334167,0.0590502,0.0451283,0.0807445,0.0442478,0.0341393,0.0574685,0.0264208,0.0159356,0.026696
3.797333333,0.0524506,0.0392962,0.0429308,0.0877615,0.067839,0.0841326,0.0612156,0.0289179,0.0734091,0.0463336,0.0162152,0.0306367
3.840000000,0.0648083,0.0643885,0.0623328,0.0788919,0.0640252,0.0652814,0.0439845,0.0451386,0.0734793,0.0430238,0.0237562,0.0334459
3.882666667,0.0713326,0.0668928,0.0573643,0.0437608,0.0326601,0.042854,0.0409012,0.0405606,0.0285737,0.0563801,0.0778289,0.0413768
3.925333333,0.0545148,0.0374868,0.0222503,0.0298833,0.01404,0.032657,0.0265246,0.0290654,0.0223888,0.0418937,0.0791305,0.0509086
3.968000000,0.0486301,0.0264282,0.0190602,0.0389361,0.0255101,0.0463435,0.0273352,0.0235157,0.018023,0.0224336,0.0521465,0.0431612
4.010666667,0.0372402,0.0310761,0.022069,0.0439253,0.0518993,0.0617319,0.053769,0.0698664,0.0565811,0.0703598,0.0969294,0.0630496
4.053333333,0.0412951,0.0207747,0.0274005,0.0513153,0.0405364,0.0551157,0.0349818,0.0517286,0.125773,0.0820072,0.0722241,0.0465303
4.096000000,0.0542441,0.0296603,0.032958,0.0680077,0.0389565,0.0551403,0.0375589,0.0512035,0.0978997,0.0775113,0.0696309,0.0476441
4.138666667,0.0782477,0.0532751,0.0436465,0.0922082,0.0633831,0.0806314,0.0439043,0.0740652,0.125486,0.0741708,0.0289974,0.0465249
4.181333333,0.102996,0.0802324,0.0657176,0.0820663,0.059938,0.0625992,0.047918,0.0627136,0.0959241,0.0582156,0.0472053,0.0413486
4.224000000,0.0967501,0.0565649,0.0604155,0.0909308,0.0410637,0.0493802,0.0354484,0.0334843,0.0715148,0.0573303,0.035114,0.0345257
4.266666667,0.078533,0.0431438,0.0310273,0.0761083,0.0744121,0.0624404,0.0375015,0.0376203,0.0956551,0.0655987,0.049478,0.0372318
4.309333333,0.076087,0.0381302,0.0344279,0.0548635,0.0711337,0.0773755,0.0351719,0.0354816,0.0955051,0.070942,0.0430159,0.0476519
4.352000000,0.0621304,0.0569228,0.0466134,0.0605111,0.0723347,0.106962,0.061251,0.0550106,0.1046,0.0675603,0.043838,0.0513261
4.394666667,0.0476634,0.043488,0.0354601,0.0642926,0.0824794,0.108946,0.0626174,0.0300789,0.0503638,0.0337661,0.0264104,0.0303835
4.437333333,0.0798358,0.0702838,0.039507,0.0522062,0.0551744,0.112162,0.0622853,0.0391675,0.0469516,0.0418897,0.0559258,0.036445
4.480000000,0.111897,0.0835433,0.0875065,0.104438,0.0586943,0.138004,0.0692548,0.0461177,0.0600561,0.106362,0.174137,0.124586
4.522666667,0.0917016,0.0610497,0.0445861,0.0505926,0.0576457,0.112075,0.0635674,0.0294591,0.0448349,0.0772418,0.126256,0.0765261
4.565333333,0.0769449,0.0529965,0.0338495,0.0558519,0.0777705,0.15585,0.0846729,0.01657,0.0496424,0.065492,0.107575,0.0722396
4.608000000,0.0560021,0.0320211,0.0298562,0.0476083,0.0529432,0.0801276,0.0403128,0.0230201,0.0499315,0.0836859,0.195678,0.111436
4.650666667,0.0886759,0.0597279,0.0373025,0.0510927,0.0428994,0.0489178,0.0371084,0.061128,0.0752079,0.0603531,0.0555309,0.0742139
4.693333333,0.101694,0.0529219,0.0185139,0.03894,0.0377159,0.0574689,0.0427428,0.0609618,0.06218,0.0435586,0.0690351,0.080564
4.736000000,0.111025,0.0618383,0.0354005,0.0430952,0.0380746,0.0554735,0.0349904,0.0594871,0.0728152,0.0538783,0.0660305,0.0681851
4.778666667,0.121187,0.0670868,0.057608,0.0709103,0.0594214,0.0746512,0.0576877,0.0555412,0.0665982,0.0482793,0.0702878,0.0689286
4.821333333,0.0919762,0.0640981,0.0502021,0.0529647,0.0528293,0.0692376,0.0370426,0.0430832,0.05166,0.0501605,0.0794628,0.0533935
4.864000000,0.0678654,0.037336,0.0347415,0.0442441,0.0438761,0.0658865,0.0404174,0.0283785,0.0278542,0.0334182,0.0670592,0.0415637
4.906666667,0.0467318,0.0281795,0.028878,0.0603154,0.0438537,0.0574877,0.0352201,0.0287692,0.0410294,0.028359,0.0673691,0.0392727
4.949333333,0.0466718,0.038423,0.0506626,0.0716031,0.0666964,0.0632337,0.0503125,0.067204,0.107606,0.069484,0.0766831,0.0519169
4.992000000,0.034739,0.0224069,0.086168,0.203406,0.101838,0.0453141,0.0317001,0.0395514,0.082261,0.0295611,0.064271,0.0467039
5.034666667,0.0554327,0.0321341,0.0387203,0.0734127,0.0478765,0.0382143,0.0245862,0.0347089,0.0681562,0.029344,0.0573634,0.0550712
5.077333333,0.0494051,0.0381214,0.0556038,0.0746568,0.0555657,0.0429799,0.0316733,0.0431642,0.0658728,0.0727706,0.0838826,0.0325192
5.120000000,0.101725,0.0885127,0.103101,0.114528,0.0739681,0.0496139,0.0553899,0.0865736,0.126193,0.0796759,0.0440526,0.0464344
5.162666667,0.0615514,0.072633,0.0586344,0.0436725,0.0267462,0.0180442,0.0238443,0.0713028,0.167501,0.099391,0.0402478,0.0443758
5.205333333,0.0546181,0.0719007,0.0599349,0.0920052,0.0571865,0.0324075,0.0201615,0.0741772,0.151586,0.0782446,0.0519228,0.0585307
5.248000000,0.0342294,0.0572955,0.070551,0.127088,0.0702826,0.0256057,0.0151018,0.0706115,0.162392,0.0871976,0.0430289,0.0396616
5.290666667,0.0297196,0.0480185,0.0622346,0.132127,0.0715155,0.0235263,0.0160174,0.066721,0.150265,0.0791128,0.0277959,0.022279
5.333333333,0.0339861,0.0479524,0.0542327,0.0894057,0.0537714,0.0531708,0.0497233,0.0790248,0.156343,0.0690943,0.0448619,0.0397377
5.376000000,0.0445368,0.0666279,0.0417636,0.065146,0.135144,0.155018,0.0862247,0.0660202,0.102264,0.0630587,0.0232268,0.0412866
5.418666667,0.097011,0.109353,0.0909044,0.123237,0.0937779,0.0821488,0.098598,0.116895,0.101015,0.066515,0.0743836,0.0665937
5.461333333,0.0655473,0.0760968,0.109001,0.175009,0.098166,0.0706284,0.0574363,0.0731409,0.0824446,0.0549231,0.0426586,0.0232501
5.504000000,0.0512746,0.0536675,0.0843871,0.144738,0.12723,0.0763132,0.0578059,0.0630808,0.0789863,0.043473,0.0678954,0.061777
5.546666667,0.0532186,0.0730295,0.0480541,0.0787269,0.0609439,0.0416034,0.0478115,0.0517366,0.0973644,0.0803387,0.0805919,0.0350748
5.589333333,0.0307423,0.0671993,0.0537547,0.119798,0.108333,0.0837381,0.0742407,0.0857532,0.115637,0.0918985,0.114454,0.0830191
5.632000000,0.049182,0.0645648,0.0228984,0.0652375,0.0648322,0.0441574,0.0427239,0.0447901,0.0603124,0.0431831,0.0658221,0.0406078
5.674666667,0.036919,0.0680674,0.111291,0.167902,0.103956,0.0561786,0.0725936,0.0998695,0.0757077,0.0407979,0.0573632,0.0546602
5.717333333,0.0726338,0.0792388,0.0484122,0.113605,0.0752712,0.0485955,0.0455931,0.0376671,0.0442032,0.0488452,0.041713,0.0504377
5.760000000,0.077414,0.0624525,0.10878,0.174802,0.137541,0.058964,0.0557755,0.0644647,0.0570006,0.0642443,0.0736902,0.0491757
5.802666667,0.0552217,0.0428211,0.0829698,0.137284,0.12069,0.0827359,0.0213841,0.0412532,0.0681559,0.0693348,0.070972,0.0484696
5.845333333,0.0453645,0.047719,0.0935304,0.159056,0.125082,0.0879393,0.0483318,0.0537019,0.08814,0.0460456,0.0695104,0.0582161
5.888000000,0.0335839,0.0469707,0.0791066,0.168807,0.107791,0.0693138,0.0396276,0.0745375,0.0999067,0.062821,0.0792997,0.0545961
5.930666667,0.0362042,0.0380009,0.0725386,0.177196,0.133546,0.0796061,0.0345668,0.030351,0.0572624,0.0440732,0.0482556,0.0390146
5.973333333,0.0353621,0.0565649,0.0614395,0.099117,0.0730542,0.0850263,0.0644874,0.0411301,0.0664918,0.0610975,0.0499514,0.0393506
6.016000000,0.0490742,0.0694054,0.0562202,0.0875289,0.100592,0.0953574,0.0482606,0.0433817,0.0379711,0.0381685,0.0241168,0.0321838
6.058666667,0.105393,0.0976216,0.06996,0.0824522,0.0908962,0.100872,0.0932116,0.0851611,0.072099,0.0686075,0.0679685,0.0678356
6.101333333,0.0666574,0.0701098,0.081488,0.122248,0.105136,0.0627237,0.0308565,0.0430749,0.0690088,0.0532813,0.0523544,0.0379481
6.144000000,0.0633877,0.0608218,0.0481167,0.0878471,0.0798138,0.0958359,0.0777225,0.0452805,0.0452355,0.0478934,0.070127,0.0610939
6.186666667,0.041946,0.0503954,0.0748127,0.123342,0.103159,0.0500329,0.0502257,0.0369974,0.0394081,0.0290898,0.045214,0.0272273
6.229333333,0.0432232,0.0484601,0.0379611,0.124532,0.112995,0.0700166,0.0660736,0.0699589,0.0668076,0.0450393,0.0585714,0.0369267
6.272000000,0.0517254,0.0558938,0.0434468,0.0845517,0.0810656,0.0538123,0.0447195,0.0421577,0.0246415,0.0228453,0.0401612,0.0457742
6.314666667,0.0325487,0.0512015,0.0602542,0.0721657,0.076559,0.0864877,0.0646893,0.0552653,0.040502,0.0543348,0.0755894,0.0406387
6.357333333,0.0673231,0.098261,0.0707223,0.0569474,0.0951867,0.0774193,0.0898331,0.0640119,0.0703126,0.074648,0.094141,0.0476364
6.400000000,0.113705,0.100083,0.0958644,0.105933,0.0910626,0.0670801,0.0773301,0.114741,0.0788522,0.05043,0.0698685,0.0636436
6.442666667,0.0956726,0.0827636,0.0527028,0.0838385,0.0884953,0.0635327,0.0603975,0.0909725,0.0798554,0.0848662,0.131966,0.0916989
6.485333333,0.0982838,0.0654507,0.0308036,0.0770666,0.0546181,0.0516637,0.0564079,0.0558302,0.0612128,0.0763784,0.137788,0.101414
6.528000000,0.0879232,0.0827959,0.0755503,0.140639,0.114332,0.0951484,0.096721,0.0830208,0.0484067,0.0842176,0.147186,0.110697
6.570666667,0.0707745,0.0691796,0.0776636,0.156,0.121114,0.035283,0.025165,0.0318574,0.0450596,0.073179,0.131124,0.0904108
6.613333333,0.059615,0.0595239,0.0913765,0.14769,0.106685,0.0683013,0.0524134,0.0485956,0.064259,0.0735883,0.138716,0.0901314
6.656000000,0.0693265,0.0619474,0.0930825,0.130653,0.102525,0.0653113,0.0527287,0.0613337,0.0708088,0.0714327,0.116121,0.0776328
6.698666667,0.0952349,0.0784278,0.0717238,0.0995081,0.0935337,0.0893431,0.072355,0.0653147,0.0854992,0.0677898,0.066499,0.0620209
6.741333333,0.0982192,0.0900784,0.0631566,0.0730983,0.0640768,0.0847328,0.0315979,0.0406542,0.0607576,0.0325748,0.0301539,0.026032
6.784000000,0.0626516,0.0706979,0.0654146,0.0659916,0.0591806,0.085657,0.0657557,0.0432338,0.0686178,0.0399793,0.0398339,0.0342846
6.826666667,0.0381123,0.0523328,0.044167,0.093304,0.066253,0.0746481,0.0505559,0.0507264,0.040653,0.0554492,0.100945,0.0792705
6.869333333,0.0332403,0.0509343,0.0462976,0.0918116,0.0859185,0.0634315,0.0430046,0.0353602,0.036195,0.054785,0.0932654,0.0509125
6.912000000,0.0549567,0.0669513,0.0763588,0.118658,0.102792,0.0833308,0.0625582,0.0560065,0.0457385,0.0776246,0.119478,0.0891447
6.954666667,0.0654717,0.0932303,0.0716299,0.10573,0.0970647,0.0490363,0.0390007,0.0376424,0.050413,0.0413697,0.0690973,0.0523071
6.997333333,0.0996455,0.134637,0.0947886,0.080638,0.105801,0.0903406,0.0981177,0.129702,0.167734,0.11532,0.128828,0.0975893
7.040000000,0.098021,0.117994,0.069929,0.0845977,0.0833912,0.0504528,0.03112,0.0491748,0.09324,0.0766674,0.0635612,0.0394589
7.082666667,0.0550475,0.0578058,0.0513997,0.114615,0.0883901,0.0912087,0.065766,0.0497111,0.0568165,0.0750921,0.119014,0.0572555
7.125333333,0.0385916,0.0426184,0.0532077,0.130178,0.0826767,0.0441807,0.0206578,0.02738,0.0415483,0.0757888,0.144797,0.0636771
7.168000000,0.0552541,0.0494718,0.0733392,0.114574,0.0896857,0.0548349,0.0610897,0.0678681,0.0952869,0.0988463,0.151163,0.103119
7.210666667,0.034072,0.0605072,0.0690709,0.131149,0.0876104,0.0417696,0.0389433,0.0486529,0.0670897,0.0652536,0.135282,0.0698452
7.253333333,0.0397993,0.057293,0.0737979,0.151828,0.12102,0.0565566,0.0488725,0.0588026,0.0759969,0.0854659,0.116931,0.0670454
7.296000000,0.0807364,0.111944,0.0723905,0.0882363,0.0907157,0.0649897,0.0420031,0.0828377,0.100341,0.0648661,0.0618682,0.0609611
7.338666667,0.108374,0.072936,0.0560255,0.0578458,0.0552648,0.0680718,0.0808913,0.124578,0.0829015,0.0591329,0.0640143,0.0723903
7.381333333,0.12465,0.0977233,0.0455061,0.0575105,0.0771328,0.0507113,0.056213,0.112227,0.0746623,0.0330783,0.0542687,0.0659838
7.424000000,0.0932334,0.0772711,0.0454025,0.0630674,0.0735105,0.0820456,0.0480795,0.0967114,0.0783842,0.0481001,0.0363898,0.0706569
7.466666667,0.107652,0.0744675,0.0432184,0.0669285,0.0725369,0.100315,0.098201,0.116161,0.100192,0.0690091,0.0657377,0.0778825
7.509333333,0.0357765,0.0422778,0.0602954,0.122197,0.111884,0.0717764,0.027114,0.0218369,0.0448897,0.0328705,0.03243,0.0323052
7.552000000,0.0619222,0.0724441,0.0767711,0.118412,0.100504,0.0832959,0.0693382,0.0695346,0.0844979,0.062918,0.0481429,0.0520713
7.594666667,0.0603751,0.072947,0.101344,0.149081,0.113124,0.0664633,0.0557103,0.0689901,0.0458552,0.0358048,0.0662508,0.0456931
7.637333333,0.0938829,0.0842347,0.0697393,0.101727,0.0929445,0.0842123,0.0511275,0.0607139,0.0645922,0.0580433,0.0900971,0.0741895
7.680000000,0.0730528,0.0386148,0.0785329,0.112658,0.0600286,0.054371,0.040142,0.0434873,0.0485354,0.0613321,0.159106,0.0636713
7.722666667,0.0783751,0.0652585,0.0692967,0.0780155,0.0436475,0.0623631,0.0487695,0.0508826,0.063411,0.0893137,0.167346,0.09035
7.765333333,0.0890888,0.0576674,0.0804631,0.106417,0.0674893,0.0524446,0.0387632,0.0489933,0.0469042,0.0700737,0.161199,0.0812087
7.808000000,0.0819151,0.0474105,0.0688836,0.0795655,0.041186,0.0651239,0.0517415,0.0432258,0.0506122,0.0950732,0.18163,0.0882858
